Time (milliseconds),ax,ay,az,mx,my,mz,ts,alti
200412,960,-480,-64,-59250,6600,32850,200391,411.9728
200460,976,-496,-64,-60000,6750,33450,200439,410.9951
200526,960,-496,-64,-60000,6900,32550,200505,410.7521
200562,960,-496,-64,-60600,6150,33450,200541,411.1246
200610,928,-496,-64,-59550,6750,33900,200589,410.7018
200664,976,-496,-64,-59100,5850,33450,200643,410.509
200714,960,-496,-64,-60600,5700,33750,200692,410.6384
200783,976,-496,-48,-59550,6300,32850,200760,410.575
200814,960,-496,-64,-60300,6000,33750,200793,411.55
200865,960,-496,-64,-59550,6450,33300,200841,410.8181
200912,960,-496,-64,-60150,6300,32850,200889,411.484
200964,944,-512,-64,-59250,6000,33750,200943,410.2659
201029,976,-480,-64,-60300,6000,34200,201008,410.9951
201061,944,-480,-80,-59550,6600,33600,201040,410.575
201115,944,-496,-80,-58950,6150,33750,201093,410.2157
201162,960,-480,-48,-59400,6750,33450,201141,411.8433
201210,960,-480,-48,-61050,6000,32700,201189,411.661
201277,960,-480,-80,-60300,5700,33450,201256,411.1246
201312,976,-480,-80,-60000,6150,33600,201291,411.1246
201360,976,-496,-64,-59850,6750,33150,201339,411.0638
201414,944,-496,-64,-59700,5850,32850,201393,411.484
201482,944,-496,-64,-59400,6000,33000,201460,411.484
201513,960,-496,-64,-60300,5700,33300,201492,410.8815
201564,960,-496,-64,-60450,6300,33300,201543,410.9476
201612,960,-480,-80,-60150,6150,33600,201591,410.9476
201660,928,-496,-80,-60450,6900,32850,201639,411.484
201726,960,-480,-80,-60000,5700,34200,201704,411.484
201762,960,-496,-64,-60150,6000,33150,201741,410.509
201810,944,-496,-80,-58800,5850,33300,201789,410.7521
201864,960,-496,-80,-60150,6300,33300,201843,411.7297
201912,944,-496,-48,-60300,5850,32850,201891,410.9951
201979,976,-496,-96,-59850,6000,33000,201956,410.4429
202015,960,-480,-64,-60000,6000,32550,201993,410.575
202062,944,-496,-64,-59400,5700,33150,202041,412.0362
202111,944,-496,-48,-59550,5400,33000,202089,411.3069
202168,960,-480,-64,-58800,6450,33300,202143,410.6384
202234,944,-512,-64,-60300,5850,33000,202213,410.509
202265,960,-496,-80,-59700,6000,33150,202244,410.3953
202315,960,-496,-80,-59250,6600,33300,202293,410.6384
202362,944,-496,-64,-59550,6600,32850,202341,410.6384
202412,944,-480,-64,-59400,5250,32850,202389,410.1496
202477,944,-496,-64,-59850,5400,33750,202456,410.9951
202512,928,-480,-48,-59250,6150,33750,202491,410.7521
202560,960,-496,-80,-59850,6150,33000,202539,410.509
202616,944,-480,-48,-59400,6450,33600,202593,410.9951
202682,944,-480,-48,-60150,5100,32700,202661,410.6384
202713,928,-496,-64,-60000,5850,32550,202692,410.6384
202764,928,-480,-64,-58950,6750,33600,202743,410.8181
202812,976,-496,-64,-60750,6600,33450,202791,411.1246
202860,960,-496,-64,-60450,6150,33600,202839,411.3069
202927,976,-512,-96,-60600,6300,33000,202904,410.6384
202963,944,-512,-64,-59700,6000,32700,202941,411.484
203010,960,-496,-64,-59700,5250,33150,202989,411.2409
203065,960,-480,-64,-60450,6450,33300,203043,410.6384
203112,960,-480,-48,-59250,6000,33900,203091,410.9951
203286,960,-496,-80,-59850,6150,33300,203265,411.484
203317,944,-464,-48,-59400,6450,32850,203296,410.9951
203351,928,-480,-64,-58500,6300,33600,203328,411.484
203381,944,-480,-64,-60300,6300,33300,203360,411.0638
203413,960,-496,-48,-60000,6000,32550,203392,411.7297
203481,944,-496,-48,-59850,5700,32250,203460,412.2159
203517,976,-512,-64,-60450,6300,32700,203493,411.484
203549,960,-496,-48,-60450,6600,33450,203528,411.661
203581,960,-496,-64,-58050,6600,34200,203560,411.484
203649,944,-480,-64,-60600,6450,33450,203628,411.7297
203682,960,-496,-64,-59400,6450,33600,203660,410.6384
203715,960,-496,-48,-59700,6150,33150,203692,411.3069
203760,944,-496,-48,-60150,6600,33300,203739,410.9476
203816,960,-496,-80,-59700,6900,32550,203793,411.6134
203881,960,-496,-48,-60000,6150,33750,203860,411.3703
203915,960,-496,-48,-59700,5400,33450,203892,411.1246
203964,976,-496,-64,-59850,6150,33450,203943,410.8815
204012,944,-480,-64,-60450,5850,32400,203991,411.1246
204060,960,-496,-80,-59700,6750,32400,204039,411.55
204127,960,-512,-80,-60000,5550,32700,204104,410.6384
204162,944,-496,-48,-59850,5550,33150,204141,411.7297
204211,960,-512,-48,-60150,6300,33150,204189,412.702
204264,960,-496,-64,-59700,6300,33300,204243,410.6384
204312,944,-480,-80,-59700,6000,33750,204291,411.3703
204378,960,-480,-80,-58800,6450,33450,204357,411.484
204414,944,-496,-64,-59400,6300,33150,204393,410.6384
204463,960,-496,-64,-59550,6900,33150,204441,411.9728
204510,960,-496,-64,-59100,6000,33450,204489,411.661
204579,960,-496,-48,-60600,5700,33450,204556,410.1496
204612,960,-496,-32,-61200,6150,33750,204591,410.6384
204660,944,-496,-64,-59400,6150,34050,204639,410.9951
204714,944,-496,-64,-59850,5550,33900,204693,411.3703
204767,960,-480,-64,-59550,6300,33150,204741,410.3953
204833,976,-464,-64,-60300,6000,33000,204812,411.484
204865,960,-496,-80,-59550,5700,33150,204844,410.8181
204912,944,-512,-80,-59700,6450,33750,204891,410.9951
204960,960,-496,-48,-59700,7050,33150,204939,411.3069
205014,976,-480,-64,-59250,5700,33300,204993,410.8181
205084,944,-480,-48,-60000,5850,33300,205060,410.1496
205113,944,-480,-80,-59100,6300,33750,205092,410.509
205164,960,-480,-64,-58950,6150,32550,205143,411.7297
205214,960,-480,-64,-59700,4950,33900,205192,411.55
205260,960,-496,-80,-61050,5700,33450,205239,410.8181
205327,960,-480,-80,-59550,6450,33900,205305,410.8815
205362,976,-464,-64,-59550,5850,33300,205341,410.9951
205411,960,-480,-80,-60750,5700,34200,205389,411.2409
205464,960,-496,-48,-60150,6300,33750,205443,410.9951
205532,960,-496,-48,-59550,6150,33600,205509,411.1246
205561,976,-480,-64,-59550,5850,33150,205540,410.3953
205615,976,-480,-48,-59550,6000,32850,205593,411.7297
205662,944,-496,-80,-60450,6450,32550,205641,411.484
205711,960,-480,-64,-60150,5400,33600,205689,410.7521
205778,944,-496,-48,-59850,6300,34500,205757,411.3069
205812,944,-496,-64,-59400,5550,33600,205791,411.3069
205862,976,-496,-64,-59700,5550,33750,205840,410.3953
205914,960,-496,-80,-59400,5850,34050,205893,411.2409
205963,944,-496,-64,-60000,6150,33450,205941,411.484
206031,960,-512,-64,-58950,6300,33450,206008,411.484
206068,944,-480,-64,-60150,5700,32700,206043,411.55
206112,960,-496,-64,-59850,5550,33150,206091,410.8815
206161,976,-480,-80,-59100,5700,33300,206139,410.2157
206214,944,-480,-64,-60000,6300,32850,206193,410.3953
206282,944,-480,-64,-59550,6000,33300,206260,410.8181
206313,976,-496,-64,-60300,5250,33750,206292,410.9951
206364,960,-496,-64,-59250,6300,33450,206343,410.6384
206412,944,-480,-80,-60000,6150,33000,206391,410.8815
206460,944,-512,-64,-59250,6900,33000,206439,410.6384
206526,960,-496,-96,-59850,5700,34050,206505,411.0638
206562,960,-480,-80,-59850,6300,32850,206541,410.8815
206611,960,-496,-64,-59700,5700,33150,206589,411.3069
206664,944,-496,-80,-60300,6150,34050,206643,410.8181
206730,944,-496,-48,-60150,5400,33150,206709,410.6384
206761,944,-512,-64,-60450,6300,33600,206740,410.8181
206816,960,-496,-80,-60000,6600,33750,206793,411.6134
206862,960,-480,-80,-60150,6150,33300,206841,411.3069
206912,960,-496,-64,-60300,6450,33900,206889,411.9728
207099,960,-480,-48,-60000,6450,33000,207076,411.3069
207130,944,-496,-64,-60150,5850,33000,207108,410.9951
207161,976,-480,-80,-59550,5550,34500,207140,410.509
207193,960,-496,-64,-60900,6450,33150,207172,411.3069
207227,960,-496,-80,-60600,5250,33750,207204,411.1246
207294,960,-480,-64,-59400,6000,33150,207272,411.1246
207327,944,-480,-48,-59550,6450,33300,207304,410.8815
207358,944,-480,-48,-59550,6750,33450,207336,412.0996
207392,976,-496,-64,-59850,6750,33300,207368,411.9728
207437,960,-512,-80,-60150,6300,33750,207416,411.4337
207481,960,-496,-64,-59700,5850,33150,207460,411.3069
207513,960,-496,-80,-59250,5850,34200,207492,410.2791
207564,944,-480,-80,-59850,6000,34050,207543,410.036
207612,944,-480,-80,-59400,6450,34050,207591,411.1246
207679,960,-496,-80,-60900,6450,33150,207656,410.9951
207714,944,-496,-64,-60000,6000,33000,207693,411.011
207763,944,-480,-32,-59700,6600,33000,207741,410.7018
207810,960,-480,-64,-59100,6450,33750,207789,410.6384
207864,960,-496,-64,-59850,5550,34050,207843,411.3069
207930,944,-480,-80,-59850,5850,33450,207909,410.3953
207963,960,-496,-64,-58950,6150,33750,207940,411.1907
208014,960,-480,-64,-60000,6150,32400,207993,411.3703
208062,960,-496,-64,-60150,6300,33600,208041,411.6134
208111,960,-496,-48,-59100,6300,34050,208089,411.3703
208178,960,-496,-48,-59850,6150,32850,208157,410.7018
208213,928,-480,-64,-59700,6000,33300,208191,410.7018
208260,960,-480,-64,-61050,6000,33900,208239,410.4587
208316,944,-496,-48,-60300,6900,33750,208293,411.4998
208362,928,-480,-80,-60300,6150,33000,208341,410.7018
208411,960,-480,-64,-59400,6300,32700,208389,410.7679
208464,960,-480,-80,-58950,6000,33750,208443,410.6384
208512,944,-496,-64,-59100,6000,33450,208491,411.1246
208560,928,-496,-64,-60000,6000,32850,208539,409.5498
208627,944,-496,-64,-59850,6000,32700,208605,410.8815
208666,944,-496,-64,-60600,5700,34350,208641,411.6134
208710,960,-496,-48,-59400,6300,33300,208689,410.6384
208764,960,-496,-48,-60450,5850,33450,208743,410.6543
208812,960,-512,-64,-59850,6150,33300,208791,410.9476
208879,960,-496,-64,-60150,6000,33300,208857,411.6134
208914,976,-496,-64,-60300,6450,33150,208893,410.7018
208964,960,-496,-64,-59700,6900,33600,208941,411.6134
209010,960,-512,-48,-58800,7050,33300,208989,411.3703
209064,960,-496,-96,-60150,6600,33750,209043,410.4587
209129,960,-496,-48,-60450,6450,33300,209108,411.3703
209161,960,-496,-64,-59850,6750,33900,209140,411.55
209214,960,-496,-80,-59550,6150,34200,209193,411.7297
209263,960,-496,-64,-60000,6000,33300,209241,410.8815
209310,960,-496,-64,-58800,6300,33750,209289,411.484
209364,960,-496,-64,-59400,6000,34050,209343,410.7679
209412,944,-496,-80,-60150,7050,32700,209391,411.1246
209460,944,-496,-64,-59250,5700,33900,209439,411.1246
209514,960,-480,-80,-60750,6150,33300,209493,411.3703
209582,976,-496,-80,-59250,5700,33150,209560,410.4587
209615,944,-480,-80,-59550,6600,32550,209592,410.2791
209664,960,-480,-80,-60450,6750,33750,209643,411.3703
209713,944,-496,-80,-59700,6150,33150,209691,411.3069
209760,960,-480,-64,-58800,6300,33600,209739,411.2541
209828,960,-512,-64,-60000,5850,32550,209805,411.3703
209862,944,-496,-64,-59850,6450,32250,209841,411.7931
209911,960,-496,-64,-59550,6450,32850,209889,411.011
209967,960,-480,-80,-59850,6150,33600,209943,411.6134
210013,976,-496,-64,-59550,6750,33300,209990,411.4337
210082,944,-496,-64,-59100,5700,33600,210061,410.9476
210114,960,-480,-80,-60000,5700,33000,210093,411.55
210162,944,-480,-64,-58950,6150,34050,210141,411.1246
210211,928,-496,-64,-59700,5400,33600,210189,411.3703
210264,944,-496,-64,-59250,6000,33300,210243,410.2791
210331,960,-496,-32,-59700,5850,33000,210308,412.1656
210363,960,-480,-80,-59850,6000,33600,210340,411.8565
210414,960,-496,-64,-60000,6900,33600,210393,410.8815
210463,944,-496,-80,-59100,6600,33900,210441,410.9476
210529,960,-496,-80,-60300,6450,32850,210508,410.7018
210565,960,-512,-64,-60600,6300,34050,210543,411.3703
210612,944,-496,-64,-59400,6600,33750,210591,411.3703
210660,944,-496,-80,-60600,5400,34200,210639,411.1246
210714,976,-496,-64,-59550,5700,33300,210693,411.1907
210891,944,-496,-64,-60150,6000,33450,210868,411.3069
210921,960,-480,-64,-60150,6000,33300,210900,411.2409
210953,976,-496,-64,-59850,5400,33600,210932,411.3069
210986,960,-496,-64,-59100,6750,33600,210964,410.2157
211017,960,-480,-80,-60300,6150,33900,210996,410.7018
211085,960,-496,-80,-58950,6150,33450,211064,411.1246
211119,944,-496,-64,-60300,6150,33750,211096,410.6384
211149,944,-480,-64,-59400,6450,33450,211128,410.8815
211181,960,-496,-80,-59700,5850,33450,211160,410.9476
211230,944,-480,-48,-60450,5700,33000,211208,411.55
211276,960,-496,-80,-60150,6750,33750,211252,411.3069
211314,944,-480,-64,-60150,5850,33300,211293,410.6384
211362,944,-496,-80,-60450,6000,33000,211341,411.1246
211411,944,-480,-64,-59400,6450,33900,211389,411.011
211478,960,-496,-64,-60450,6150,33300,211457,412.5885
211512,944,-496,-80,-60600,6000,33300,211491,412.0996
211560,960,-512,-80,-60450,6150,32700,211539,412.2819
211614,944,-480,-80,-60900,6600,32700,211593,410.7018
211662,960,-480,-64,-60300,7050,33750,211641,410.4587
211729,944,-496,-80,-60600,6450,34350,211708,411.3703
211765,960,-496,-64,-60300,7200,34500,211743,410.4587
211812,944,-496,-64,-58950,4950,33750,211791,410.7018
211860,944,-496,-80,-60000,6900,33900,211839,410.7679
211914,960,-496,-64,-60300,5100,33150,211893,411.1907
211984,960,-480,-80,-60000,6150,32850,211961,410.7018
212013,944,-480,-64,-60000,6000,34050,211992,411.6134
212064,944,-496,-64,-59400,5850,33600,212043,410.8815
212112,960,-480,-64,-59100,6450,33450,212091,410.9476
212161,960,-512,-48,-59550,5700,33150,212139,411.7429
212230,960,-480,-64,-60000,5850,33150,212209,411.4337
212262,944,-496,-64,-59850,7350,34050,212241,411.011
212311,960,-480,-80,-59850,6900,33450,212289,411.7429
212364,960,-480,-64,-60300,5850,33300,212343,411.3703
212430,960,-496,-96,-60150,5400,34200,212409,410.8815
212461,960,-480,-80,-60300,6600,33300,212440,410.7679
212515,960,-512,-64,-60000,6450,33450,212493,411.1246
212565,960,-496,-80,-59850,6450,34050,212541,411.3703
212611,944,-496,-48,-60000,6450,33300,212589,410.7679
212677,960,-480,-80,-60750,6300,32850,212656,411.4337
212712,960,-512,-80,-60300,6000,33600,212691,411.2541
212760,944,-496,-64,-60300,6000,33750,212739,410.9476
212815,960,-480,-80,-60000,5400,33000,212793,410.7679
212862,960,-496,-80,-59700,7050,33300,212841,410.9476
212932,960,-496,-64,-59550,6450,33300,212908,411.1246
212965,944,-496,-48,-59100,5700,34050,212943,410.7679
213012,976,-496,-48,-59850,6750,32850,212991,410.7679
213060,960,-496,-64,-60000,6000,34500,213039,412.0996
213115,944,-480,-80,-59400,5700,33450,213093,411.1246
213162,960,-480,-64,-60300,6000,33600,213141,411.4337
213210,960,-496,-80,-60150,5550,32850,213189,410.9476
213264,960,-496,-48,-60300,6300,33150,213243,411.3703
213312,960,-496,-64,-60600,6750,34050,213291,412.0996
213378,960,-496,-80,-60300,5550,33900,213357,410.9476
213414,944,-496,-64,-59100,6450,33000,213393,410.8974
213463,976,-480,-64,-59700,6450,34200,213441,411.6768
213510,944,-496,-64,-59700,6600,33000,213489,410.7679
213566,944,-480,-64,-59550,6300,33750,213544,411.1907
213635,944,-512,-48,-59850,6750,33900,213613,411.6134
213666,944,-496,-80,-60150,6150,33450,213644,410.2791
213714,944,-496,-48,-60150,6600,33450,213693,411.2541
213763,960,-496,-64,-59400,6600,33450,213741,411.6768
213810,944,-512,-80,-59550,5700,33150,213789,411.2541
213880,960,-496,-64,-59400,5250,33600,213857,410.5248
213912,944,-496,-64,-60150,5550,33450,213891,411.1246
213960,960,-496,-48,-59700,6600,33300,213939,410.9476
214014,928,-512,-80,-60000,5700,33750,213993,411.6134
214081,960,-496,-64,-59700,6600,33300,214060,411.2541
214115,944,-480,-64,-59700,5250,33450,214092,411.4337
214164,976,-512,-64,-59700,7200,33150,214143,411.5632
214212,928,-480,-64,-59550,5400,33300,214191,410.2791
214260,960,-496,-48,-60750,6450,33150,214239,410.5882
214326,976,-496,-32,-59850,6150,32400,214305,410.7679
214362,960,-480,-64,-60450,5400,33450,214341,411.4337
214410,960,-480,-80,-59850,6900,33450,214389,411.2541
214464,960,-496,-64,-60300,6600,33000,214443,411.1907
214512,944,-496,-64,-60600,5700,32850,214491,410.7679
214697,960,-496,-80,-60000,5550,32850,214676,410.5248
214731,960,-512,-64,-60600,6150,33450,214708,411.1246
214761,960,-496,-64,-59400,5250,33600,214740,411.6134
214793,960,-496,-64,-60000,6000,33750,214772,412.1656
214825,976,-496,-64,-59550,5700,33750,214804,411.6768
214893,960,-512,-96,-60600,5850,33600,214872,411.4337
214926,944,-512,-80,-60150,6150,33150,214904,411.6134
214959,960,-496,-64,-59550,6150,34200,214936,411.1907
214989,960,-496,-64,-60150,6750,33300,214968,410.8815
215057,960,-496,-96,-59550,6600,33450,215036,411.809
215091,960,-496,-32,-59100,5550,33450,215068,411.2541
215121,944,-512,-64,-60450,6900,33000,215100,411.2541
215164,976,-480,-48,-58500,6450,33450,215139,412.4087
215214,976,-496,-64,-60150,6300,33000,215193,411.4998
215281,960,-512,-64,-60450,6000,33000,215260,410.4587
215314,960,-512,-64,-60000,5400,33150,215292,411.7429
215364,960,-480,-48,-60000,6300,33900,215343,411.5632
215412,960,-480,-48,-60300,6300,33000,215391,411.2541
215460,944,-496,-64,-60150,6750,34050,215439,411.2541
215527,960,-480,-64,-59850,5850,33150,215505,410.7679
215562,960,-480,-64,-60600,6000,32850,215541,410.5882
215612,960,-480,-80,-60300,6000,33300,215589,411.2541
215664,960,-496,-80,-60000,6150,33300,215643,411.7429
215712,960,-512,-48,-59700,6150,33750,215691,411.3201
215777,960,-496,-48,-59100,5550,32850,215756,411.7429
215815,960,-480,-64,-60300,5550,33600,215793,410.102
215862,960,-496,-64,-60150,6900,32850,215841,410.7679
215910,960,-480,-64,-59400,6150,33600,215889,411.2541
215978,960,-496,-80,-59100,5700,33000,215957,411.9199
216012,960,-496,-80,-59850,6300,33150,215991,411.9199
216062,944,-496,-80,-60150,6000,33600,216040,410.5248
216114,944,-496,-48,-59550,5550,33900,216093,411.2541
216162,944,-496,-48,-59700,6150,32850,216141,410.2791
216231,960,-496,-32,-60000,6150,32700,216208,410.2791
216264,944,-496,-64,-60300,6000,33900,216243,410.7679
216312,960,-512,-48,-59250,5700,33750,216291,410.7679
216360,976,-496,-48,-59250,5550,32700,216339,411.0771
216414,960,-496,-80,-59550,6900,32700,216393,411.7429
216485,960,-480,-80,-60000,6150,33450,216460,411.011
216517,960,-496,-80,-59550,6300,33600,216496,411.4998
216564,960,-496,-48,-59250,6000,33450,216543,411.011
216612,960,-480,-64,-59700,6300,33150,216591,411.0771
216660,976,-480,-64,-60150,6150,32850,216639,412.4087
216726,960,-496,-80,-59400,6000,34050,216704,412.2317
216762,944,-512,-80,-59550,6600,33750,216741,410.5882
216812,960,-512,-96,-60750,7350,33150,216789,411.4337
216864,976,-480,-80,-59700,6750,33750,216843,411.4337
216931,928,-480,-64,-59250,6450,33600,216909,410.2791
216961,976,-480,-64,-59400,5100,33900,216940,411.3201
217016,928,-496,-48,-60000,6750,34200,216993,410.8313
217062,960,-480,-48,-60150,6600,33600,217041,411.011
217111,960,-480,-80,-59400,5400,33000,217089,410.7679
217177,976,-480,-80,-60300,6150,33450,217156,411.7429
217212,960,-496,-48,-60600,6600,33750,217191,412.1656
217260,944,-496,-80,-59850,6000,33000,217239,411.3201
217315,960,-496,-64,-59700,5850,33450,217293,411.9199
217362,944,-496,-64,-61200,6000,33000,217341,411.0771
217429,960,-496,-64,-59850,5850,33600,217408,410.7679
217464,960,-512,-80,-60000,6000,34050,217443,411.3201
217512,944,-496,-80,-60600,6300,33450,217491,411.2541
217560,944,-480,-64,-59700,6300,34050,217539,410.7679
217614,960,-480,-64,-60900,6300,33300,217593,410.8974
217682,960,-496,-64,-60000,6300,33000,217661,411.0771
217713,960,-496,-64,-59850,6450,33300,217692,411.0771
217767,960,-496,-64,-60000,5700,33300,217743,411.986
217812,960,-512,-96,-60000,6000,33300,217790,410.5248
217880,944,-496,-64,-59700,6300,33600,217856,410.7679
217914,944,-496,-64,-59550,7050,32700,217893,411.1404
217963,960,-496,-64,-60600,6150,33300,217941,411.0771
218010,976,-512,-64,-60000,6000,33450,217989,411.7429
218064,944,-496,-80,-59850,6600,33750,218043,412.2317
218129,960,-480,-80,-60450,5850,33450,218108,411.2541
218161,960,-496,-80,-59550,7350,33000,218140,411.2541
218214,960,-512,-64,-59850,6000,33300,218193,411.7429
218262,944,-496,-48,-59850,6450,32400,218241,411.4337
218310,960,-496,-64,-60450,6300,33600,218289,411.5632
218487,944,-496,-80,-60150,5700,33150,218464,411.9199
218518,944,-496,-64,-60150,6300,33900,218496,411.4998
218549,960,-512,-64,-59850,5100,34650,218528,411.6768
218581,960,-480,-80,-60150,6150,33750,218560,410.3451
218615,960,-496,-80,-59550,5850,33900,218592,411.6768
218681,960,-512,-80,-60450,7050,32850,218660,412.2317
218715,960,-496,-80,-60300,6000,33300,218692,411.4998
218745,960,-496,-80,-59400,5700,33300,218724,411.7429
218777,960,-496,-80,-59850,5700,33450,218756,411.011
218847,944,-512,-64,-60450,6000,33300,218824,411.0269
218877,960,-512,-64,-59700,7200,33750,218856,410.8974
218910,944,-480,-64,-58950,6750,33150,218889,410.6543
218964,960,-496,-80,-59100,6300,32850,218943,411.3835
219012,960,-496,-48,-60600,5700,33300,218991,411.2541
219080,944,-496,-80,-59550,6150,33450,219057,410.5882
219114,944,-496,-80,-60600,6750,33150,219093,410.4112
219164,944,-496,-64,-59400,5850,33150,219141,410.4112
219210,944,-496,-64,-61200,6150,33000,219189,411.7429
219264,944,-496,-96,-60150,6300,33150,219243,410.7679
219329,944,-496,-96,-59700,6150,33000,219308,410.7679
219361,960,-496,-80,-58950,5850,33300,219340,410.8974
219414,944,-496,-48,-60150,5700,33150,219393,410.8974
219464,960,-480,-96,-60000,6150,33900,219441,411.0771
219510,976,-480,-64,-60300,6000,33600,219489,410.6543
219579,944,-496,-80,-59100,6150,33900,219556,411.2541
219612,960,-512,-64,-60450,6600,33450,219591,411.5632
219660,960,-480,-64,-60000,6300,32700,219639,411.3201
219714,960,-496,-64,-59850,6300,33600,219693,411.0771
219783,944,-480,-80,-60150,6150,33450,219761,410.8974
219814,976,-480,-80,-59550,5550,33300,219792,411.0771
219864,944,-480,-80,-59700,6150,33150,219843,410.4112
219912,960,-480,-64,-60150,6150,33450,219891,412.3612
219960,960,-496,-64,-60000,5100,33450,219939,410.8974
220028,960,-496,-48,-60000,5850,33300,220005,410.7177
220062,960,-496,-64,-59400,5850,33600,220041,410.8313
220112,960,-480,-64,-60600,5550,33450,220089,411.5632
220164,960,-480,-80,-59850,6300,33150,220143,409.9224
220212,944,-464,-64,-59100,6600,33150,220191,409.9224
220277,976,-496,-64,-60600,5850,33150,220256,411.011
220315,944,-496,-64,-59700,5250,32550,220293,411.011
220365,944,-496,-32,-59400,6150,32850,220341,411.4998
220410,960,-496,-48,-60450,6600,33150,220389,411.3201
220464,944,-496,-80,-60450,5700,33000,220443,411.5632
220531,976,-512,-48,-59700,6900,33000,220508,411.2541
220561,976,-496,-64,-59850,6300,33000,220540,410.8974
220614,976,-480,-64,-59550,6150,34050,220593,411.3201
220663,960,-496,-48,-60600,5400,33300,220641,410.8974
220729,960,-496,-48,-58950,6000,33450,220708,410.5882
220764,960,-512,-64,-59850,6000,33000,220743,410.5248
220812,960,-512,-64,-58950,6150,33600,220791,411.7429
220861,960,-480,-64,-60300,6150,34200,220839,411.4998
220914,960,-480,-64,-59400,5850,34050,220893,410.2315
220983,944,-496,-64,-60300,6300,33750,220960,411.4337
221013,960,-480,-64,-59400,6450,32700,220992,411.0771
221064,944,-480,-48,-58650,5700,34350,221043,411.3201
221112,960,-480,-64,-60150,6750,32700,221091,410.8974
221161,960,-480,-64,-59850,5850,33000,221139,411.1404
221230,960,-512,-64,-60000,5550,33300,221209,411.2541
221262,960,-480,-64,-59550,6000,33450,221241,411.0771
221311,944,-480,-64,-60600,6300,32700,221289,412.2317
221364,960,-480,-80,-60300,6450,33600,221343,411.4998
221412,976,-480,-80,-59850,5400,32400,221391,411.1404
221478,976,-496,-64,-60450,6000,34050,221456,411.2541
221516,960,-496,-80,-60150,6300,33300,221493,410.8974
221562,960,-480,-48,-59400,6150,33450,221541,410.8974
221611,944,-480,-80,-60000,6450,33450,221589,411.7429
221680,960,-496,-64,-59550,6450,32550,221656,410.5882
221712,944,-496,-64,-61200,6450,32700,221690,410.2315
221760,960,-496,-80,-58950,6000,33900,221739,410.6543
221814,960,-480,-80,-59700,6150,33150,221793,410.5882
221862,944,-496,-64,-60150,6150,33450,221841,410.8974
221931,960,-496,-80,-60450,5850,32400,221908,410.4112
221964,976,-480,-64,-60450,5850,33600,221943,410.6543
222012,960,-496,-64,-59850,6750,33450,221991,410.8313
222062,976,-480,-80,-60750,6600,33150,222040,410.6543
222115,944,-512,-64,-59850,5850,33450,222093,410.6543
222301,976,-512,-64,-60150,6300,33750,222280,410.4112
222333,944,-496,-64,-60150,5850,33750,222312,410.6543
222367,960,-496,-64,-60300,5700,33150,222344,411.0771
222397,976,-496,-64,-59700,5850,34200,222376,410.6543
222430,960,-496,-48,-60000,6300,33900,222408,411.2541
222497,944,-480,-64,-59250,6600,33000,222476,411.3835
222529,944,-496,-64,-59100,5400,33750,222508,409.9224
222563,944,-480,-64,-59550,6450,34200,222540,410.538
222595,944,-512,-64,-59700,6750,33900,222572,410.6543
222661,960,-480,-64,-60150,5100,33450,222640,411.4998
222695,960,-480,-64,-59550,6450,33600,222672,410.8974
222725,960,-480,-48,-60000,5250,34050,222704,410.6543
222762,976,-480,-80,-60300,6750,33300,222741,410.7679
222812,960,-480,-64,-59850,6750,33900,222789,410.9608
222878,944,-496,-80,-60300,6300,33150,222857,410.7177
222912,960,-480,-64,-61050,5850,33900,222891,411.1404
222962,960,-496,-64,-59850,6300,33750,222939,411.3835
223016,944,-464,-64,-60000,6450,33600,222993,410.8974
223062,944,-480,-64,-60150,5850,33450,223041,411.8724
223132,960,-512,-48,-60000,6000,34050,223108,410.8974
223164,960,-496,-64,-59400,6300,33150,223143,411.3835
223212,960,-496,-80,-59850,6300,33150,223191,411.0771
223260,944,-496,-64,-60000,6150,33600,223239,410.9608
223315,960,-480,-80,-59550,5850,33450,223293,411.5632
223382,960,-480,-96,-60150,6600,33000,223361,411.0771
223413,960,-480,-80,-60600,6150,32700,223392,411.1404
223464,944,-496,-80,-60000,6150,33300,223443,411.2039
223512,960,-480,-64,-60300,6000,33000,223491,412.2317
223579,944,-496,-64,-59700,6300,33450,223557,410.6543
223614,960,-480,-64,-60750,6600,33450,223593,410.4112
223663,960,-496,-64,-59550,5850,33450,223641,410.4112
223710,960,-512,-80,-59550,5850,34350,223689,410.538
223765,960,-480,-64,-59850,6450,32850,223743,410.6543
223833,960,-496,-80,-60450,6600,32250,223812,410.4746
223865,944,-528,-48,-59700,6600,33450,223844,410.7177
223914,976,-496,-64,-60450,5250,32700,223893,410.5882
223963,960,-512,-64,-59250,6450,33600,223941,410.8974
224010,928,-480,-64,-60300,6150,32850,223989,410.7811
224079,944,-496,-64,-60300,6150,33450,224056,411.0771
224114,960,-496,-80,-60000,5550,33750,224092,410.9608
224160,928,-512,-64,-60000,6000,33300,224139,411.8724
224215,976,-496,-64,-60000,5700,33900,224193,411.809
224265,960,-496,-48,-58650,6150,32850,224241,411.0771
224334,944,-480,-48,-60150,5850,33750,224313,411.1404
224365,944,-496,-80,-58650,6300,33750,224344,410.8974
224413,944,-496,-80,-59100,6150,32550,224391,411.3835
224460,960,-480,-48,-59700,6450,33900,224439,410.8974
224528,944,-480,-64,-59250,6300,33300,224504,411.2039
