millis	ax	ay	az	mx	my	mz
128569	20	176	988	-18450	-4050	-97200
128588	16	184	1000	-19350	-5100	-97350
128637	28	184	992	-18750	-5100	-97500
128684	24	164	984	-18600	-5100	-97350
128738	36	156	980	-19050	-4350	-97500
128786	168	292	1392	-19500	-5250	-97800
128834	32	224	972	-19350	-5100	-97950
128889	4	176	964	-19200	-4800	-97350
128936	32	156	976	-18450	-4050	-98400
128984	24	176	980	-18450	-4800	-96900
129039	44	156	996	-19050	-4500	-97500
129086	20	216	1036	-19050	-3900	-97500
129134	32	164	952	-18300	-4650	-97650
129190	36	172	988	-19800	-4500	-97350
129245	24	180	968	-18900	-4350	-97350
129285	24	176	992	-19200	-3600	-98100
129338	20	172	980	-20100	-4800	-97050
129386	28	176	976	-18600	-4050	-97950
129434	36	168	980	-19350	-4050	-98100
129488	32	172	984	-19050	-4650	-98700
129546	20	168	988	-19650	-5400	-97350
129584	20	172	980	-19200	-4200	-97650
129638	24	168	984	-19650	-4950	-97800
129687	20	172	992	-19050	-4800	-98250
129734	24	172	980	-18750	-4650	-97800
129788	16	172	984	-19050	-5400	-97950
129836	24	172	988	-19800	-4350	-97800
129921	32	172	956	-19800	-4200	-97500
129939	28	176	988	-19200	-4350	-97800
129986	20	168	980	-18900	-4950	-97650
130034	20	172	980	-19050	-4500	-97800
130088	24	176	976	-18750	-4500	-97500
130136	24	176	980	-19200	-4950	-97650
130184	24	176	976	-19200	-4650	-97200
130241	36	180	980	-19200	-4200	-97050
130286	28	164	980	-20400	-4200	-97350
130334	28	180	976	-18900	-4200	-97950
130388	28	176	984	-19350	-4800	-97650
130437	28	172	984	-19350	-4350	-97800
130484	24	176	980	-19350	-3300	-96900
130538	28	172	976	-18150	-4200	-96900
130593	24	168	984	-19050	-4950	-97500
130634	20	164	984	-18750	-4500	-97650
130689	28	176	984	-19350	-4200	-97050
130736	28	176	984	-19350	-4200	-97050
130784	28	176	976	-19050	-4800	-98100
130838	24	172	988	-20100	-4050	-98550
130893	24	164	992	-18600	-4650	-97200
130935	24	164	988	-17850	-4500	-97050
130988	24	172	984	-18900	-3600	-97050
131036	32	172	988	-18150	-4950	-97650
131084	28	172	980	-18900	-4350	-96750
131138	32	176	984	-19650	-4800	-97800
131186	24	172	980	-19650	-4200	-97200
131269	28	172	984	-19650	-4200	-98100
131288	72	148	980	-19500	-4650	-97950
131336	32	168	984	-18150	-4650	-98700
131384	32	172	960	-19050	-5250	-97800
131438	28	172	980	-18900	-3900	-97050
131486	16	164	984	-19200	-4350	-97500
131534	32	172	996	-18300	-5250	-97650
131589	28	164	976	-19800	-4650	-99300
131636	20	180	984	-19200	-4800	-97800
131684	20	176	980	-19200	-4350	-98100
131738	20	168	984	-18900	-4500	-97350
131786	28	168	984	-19350	-4200	-98250
131834	24	168	984	-18300	-4200	-98100
131889	40	176	960	-19050	-3900	-97800
131936	24	176	988	-19050	-4200	-97350
131984	32	172	980	-18900	-4350	-97800
132038	28	168	980	-19050	-4200	-98250
132086	24	176	984	-18450	-4500	-96750
132134	28	172	968	-19200	-4950	-97650
132188	24	164	956	-18000	-4350	-97800
132246	32	168	976	-18750	-3900	-97950
132285	32	180	988	-19350	-4050	-97800
132338	32	168	976	-19650	-5250	-97950
132386	16	176	980	-18600	-4800	-97350
132434	32	172	996	-18300	-5250	-97800
132488	20	176	980	-18900	-4200	-97200
132536	36	168	992	-19500	-4650	-97350
132621	44	172	956	-19200	-4800	-98250
132638	44	172	960	-19200	-4350	-98550
132686	20	168	988	-18750	-4950	-97950
132735	28	168	984	-19350	-4800	-97200
132789	28	168	980	-19200	-4650	-97500
132836	20	172	988	-19950	-4650	-97050
132884	24	176	992	-19350	-5400	-98400
132942	12	156	956	-19350	-4200	-97650
132986	28	164	980	-18600	-5100	-97500
133034	20	172	980	-18900	-4950	-97350
133088	20	156	980	-18900	-4350	-98100
133136	24	176	980	-18600	-4500	-97950
133184	24	172	980	-19650	-4950	-97800
133241	24	172	948	-18600	-4650	-97200
133287	32	164	984	-21300	-4200	-97650
133334	36	172	968	-18900	-4800	-97950
133388	32	172	980	-18600	-4350	-98250
133436	24	176	992	-18900	-5400	-98550
133484	24	172	980	-19350	-4800	-97950
133538	32	168	988	-19800	-4500	-98550
133595	20	172	968	-18300	-4950	-97950
133634	28	172	984	-19500	-4200	-98100
133689	24	172	984	-20100	-5100	-97650
133736	28	176	972	-19500	-4050	-97500
133785	24	172	980	-18300	-4800	-97950
133838	24	176	980	-19800	-4500	-97650
133886	32	172	976	-19050	-5100	-97950
133970	32	172	968	-19350	-4500	-97350
133988	24	172	988	-18750	-5250	-98250
134036	28	172	980	-19050	-4650	-98700
134084	28	180	1000	-19650	-3900	-99150
134139	24	172	968	-18900	-4500	-98400
134186	32	168	964	-18900	-4950	-98100
134235	32	228	1064	-18900	-4200	-97500
134294	240	-152	552	-18750	-4350	-97950
134336	-100	68	228	-18750	-4200	-98250
134384	1200	60	780	-15150	-4200	-96000
134438	-136	328	1292	-15450	-6750	-96600
134486	160	372	1388	-12450	-16650	-88650
134534	-48	668	1496	-14400	-18900	-84750
134589	-4	200	868	-18600	-24600	-81750
134636	308	316	916	-23400	-27150	-79200
134684	-156	264	564	-31950	-28800	-74850
134738	-72	476	624	-37200	-28050	-72000
134786	876	-1404	516	-43650	-28200	-66900
134834	360	524	388	-48900	-26100	-66900
134889	692	800	316	-50100	-25950	-66450
134936	660	876	448	-50100	-25950	-65400
134984	404	756	416	-51450	-25950	-63750
135038	592	804	412	-50550	-26850	-63900
135086	564	884	388	-50250	-27150	-64050
135134	424	768	360	-49800	-28350	-63150
135188	532	980	340	-48150	-28200	-63300
135273	388	760	208	-46800	-29100	-64950
135289	252	800	300	-46050	-29850	-65100
135339	228	760	316	-45300	-29250	-67200
135386	156	680	284	-42750	-30000	-68100
135434	496	492	544	-40950	-31800	-67350
135488	320	932	432	-38550	-32250	-66600
135545	216	848	280	-40950	-32550	-66000
135584	520	1104	524	-40650	-32400	-65400
135639	888	908	628	-42000	-32250	-61050
135686	536	964	240	-40800	-33600	-59550
135734	548	1152	256	-37500	-33450	-57750
135788	408	796	304	-35250	-34050	-55800
135836	272	444	268	-34950	-34650	-56700
135884	212	428	280	-32850	-34950	-56850
135938	188	580	240	-30000	-35550	-56550
135986	340	848	264	-29100	-35400	-55350
136035	596	972	196	-28050	-35400	-55800
136088	540	884	96	-28200	-35550	-54000
136136	476	676	-92	-28800	-35850	-53250
136194	736	1204	388	-31650	-34050	-51150
136238	932	1256	384	-34500	-33150	-47550
136286	292	1152	-172	-35400	-33900	-47850
136334	144	1040	-8	-33750	-33300	-48900
136388	176	788	84	-34050	-33300	-48900
136437	92	476	60	-32700	-34050	-51150
136521	168	780	192	-30750	-33600	-51150
136538	216	804	248	-29550	-33900	-51750
136586	316	872	376	-29100	-34200	-50250
136634	344	840	432	-29850	-33750	-50550
136688	296	1072	204	-30750	-32550	-49200
136736	1120	1808	792	-31050	-32550	-46350
136784	964	1372	368	-31050	-32850	-45750
136841	560	1168	28	-28500	-32400	-45900
136886	84	1072	-96	-25050	-33000	-44700
136935	44	868	-12	-21150	-33000	-46050
136988	124	472	-64	-17850	-34200	-49500
137036	252	424	-60	-14550	-33150	-52200
137084	444	364	-132	-10950	-32100	-52650
137142	568	748	-156	-9150	-31500	-53250
137187	564	488	-216	-10500	-32250	-54600
137235	372	668	-120	-14850	-33900	-52800
137288	528	1308	16	-19200	-33900	-51900
137336	-204	1516	-468	-21900	-34050	-46950
137384	28	1256	-344	-24000	-32100	-46350
137442	488	1256	276	-25950	-32850	-47100
137486	428	656	364	-24600	-33750	-48150
137534	288	460	388	-25500	-33900	-49800
137588	360	732	504	-24900	-32400	-50100
137636	364	1048	536	-25500	-33300	-49050
137684	668	1580	652	-26400	-33000	-47400
137738	740	1668	520	-26550	-33600	-46200
137842	884	1500	-148	-24000	-33450	-47850
137856	724	1428	-196	-20550	-33900	-47850
137888	384	1232	-256	-18750	-33150	-48300
137938	400	992	-160	-12900	-32250	-50550
137984	340	260	-412	-9300	-32250	-52500
138038	232	180	-412	-900	-29550	-53250
138094	464	164	-432	3300	-25350	-52800
138134	360	144	-432	4350	-24600	-52800
138188	324	488	-212	3450	-26550	-51600
138236	276	616	-372	-1200	-27900	-49200
138284	416	1196	-188	-6750	-30900	-47550
138339	160	880	-804	-11400	-30900	-43350
138398	716	1020	-464	-17400	-31500	-43200
138434	796	984	-44	-21150	-31650	-41100
138489	848	1396	392	-22500	-30000	-38250
138536	804	1256	392	-24450	-30150	-37200
138584	404	1208	-248	-24600	-29700	-35700
138638	380	1236	-236	-25650	-28050	-32850
138693	480	1248	-436	-27300	-26250	-31500
138734	492	1364	-248	-27000	-25200	-29250
138788	640	1900	-380	-27750	-21900	-25950
138836	360	1424	-564	-25800	-21900	-24600
138884	228	1048	-292	-24300	-22350	-24900
138938	292	752	-284	-20400	-23100	-26850
138986	472	748	-388	-16350	-24900	-29700
139074	920	548	-664	-7800	-26250	-34950
139088	944	548	-612	-5700	-26250	-35850
139136	696	388	-428	-3900	-26100	-37500
139184	552	448	-652	-4650	-26700	-39750
139238	460	832	-196	-6600	-28200	-41550
139287	480	1372	-256	-10950	-30300	-41700
139346	-272	748	-676	-13950	-31650	-42150
139388	36	1076	-160	-17100	-33450	-44550
139436	32	840	52	-19500	-33600	-46500
139484	200	724	60	-19950	-33450	-48150
139538	216	732	40	-19650	-34050	-50250
139586	184	580	-36	-19350	-33450	-47550
139641	192	1440	-44	-21750	-33000	-46500
139688	532	2036	256	-23400	-33000	-43200
139736	1252	2040	424	-25200	-33450	-44700
139785	1152	1772	-72	-20700	-32850	-44400
139838	504	1168	-340	-15750	-32700	-45750
139886	372	784	-312	-10200	-31950	-49050
139941	360	552	-304	-7650	-32250	-50700
139988	404	320	-524	-2700	-31050	-54750
140036	320	160	-612	-1650	-30150	-55800
140084	180	132	-600	750	-28950	-57150
140139	188	480	-524	-1800	-30150	-59400
140187	368	616	-352	-9150	-32700	-66600
140234	1252	764	-76	-16050	-33300	-67350
140317	732	1352	-44	-21600	-35100	-58050
140336	760	1380	84	-23700	-35400	-55200
140384	340	1408	288	-23850	-33900	-48000
140438	524	1076	392	-22650	-34200	-46800
140486	304	792	40	-23250	-34200	-46050
140534	236	684	-156	-21750	-34800	-44700
140589	524	1224	-72	-22800	-33300	-43200
140636	712	1456	-232	-24600	-33000	-40350
140684	776	2040	28	-23250	-31650	-36450
140738	920	1928	-328	-22350	-31650	-36150
140786	652	1276	-488	-19500	-31200	-38700
140834	408	932	-460	-15150	-32550	-39450
140893	388	720	-424	-8700	-32850	-44700
140936	424	612	-500	-5550	-31350	-46050
140985	512	640	-572	2250	-28200	-49650
141038	592	536	-504	5250	-27150	-53700
141086	256	800	-188	7050	-26550	-58500
141134	212	1084	104	6000	-27150	-63600
141188	352	996	1032	1350	-26400	-74850
141245	80	364	432	-150	-25950	-79500
141284	-180	420	240	150	-25200	-78300
141339	-104	372	300	1800	-27150	-74100
141386	64	964	420	3600	-28500	-67950
141434	-292	1476	356	11700	-25200	-53700
141488	-360	644	-72	19500	-7650	-37200
141536	-480	92	-416	19350	3000	-30000
141621	-776	300	-816	9150	23700	-18150
141639	-800	348	-848	7050	25650	-16950
141686	-464	380	-756	4200	25950	-16650
141734	-812	516	-1040	1200	25650	-14850
141788	-632	292	-760	-750	25200	-13500
141837	-1292	2040	-1716	2250	16500	-11400
141894	-532	304	-1016	-1650	16650	-11250
141938	-436	56	-1276	-4500	16350	-10350
141986	-476	-236	-744	-5100	19800	-10200
142035	-496	448	-1280	-5550	17850	-9300
142088	-652	68	-768	-5250	20400	-11550
142136	-784	84	-496	-2250	20850	-12300
142194	-864	472	-756	-600	18300	-12000
142238	-888	640	-912	-150	15600	-12900
142286	-752	524	-712	150	15750	-13200
142337	-1008	732	-884	600	14850	-13350
142388	-804	620	-700	2700	15300	-13800
142436	-508	336	-464	3150	16500	-15150
142484	-528	280	-372	3900	17850	-16800
142541	-708	240	-256	4950	20250	-18450
142586	-812	352	-336	6150	20400	-17850
142635	-1004	460	-372	4950	19200	-18300
142688	-964	452	-372	5100	17700	-17100
142736	-892	500	-536	4350	12600	-16050
142784	-944	460	-428	4200	10650	-15900
142838	-844	408	-400	4500	7200	-16500
142922	-916	304	-460	3750	3000	-16200
142934	-912	272	-480	3300	4350	-17550
142989	-896	188	-476	3750	2550	-18150
143036	-820	160	-452	2400	2700	-17400
143084	-804	184	-404	2700	3750	-16050
143138	-720	272	-304	150	5850	-15450
143193	-772	408	-324	-300	8100	-14400
143234	-1052	516	-300	0	9450	-15450
143288	-1000	596	-568	600	8100	-15150
143336	-784	416	-556	-600	6300	-15750
143384	-772	232	-468	450	6750	-14550
143438	-904	164	-436	1500	7500	-15450
143486	-1000	264	-580	900	6450	-15300
143542	-964	296	-564	600	6300	-16050
143588	-760	296	-516	450	5850	-14850
143636	-712	264	-492	0	5550	-15300
143684	-700	232	-484	-1650	5400	-14850
143738	-784	304	-544	-1650	4950	-14100
143786	-876	364	-624	-2850	3300	-14700
143834	-900	344	-656	-3000	900	-14700
143890	-904	376	-620	-3450	2100	-14100
143936	-860	348	-504	-3600	3000	-14400
143984	-824	340	-304	-2850	3450	-14550
144038	-936	336	-352	-3450	5550	-14850
144086	-952	340	-444	-2550	3600	-15000
144134	-804	260	-404	-3750	4200	-15000
144189	-688	268	-600	-3000	2400	-15150
144273	-776	164	-516	-3750	3300	-15750
144284	-736	116	-548	-3750	3300	-15750
144338	-728	72	-568	-4800	4500	-15450
144481	-716	280	-348	-3300	3900	-16200
144497	-716	280	-348	-3150	3450	-15450
144509	-764	304	-344	-3300	4050	-15600
144565	-992	392	-420	-3750	2850	-15750
144584	-1032	404	-416	-2700	2850	-15450
144638	-908	356	-372	-1350	2100	-17100
144686	-840	340	-376	-600	1350	-16650
144734	-824	312	-392	-450	150	-18000
144788	-936	340	-424	1050	-900	-17250
144836	-772	264	-316	300	0	-18150
144893	-808	312	-356	1350	150	-17550
144939	-1028	428	-484	1200	-750	-18000
144987	-972	448	-552	2400	-2100	-19500
145036	-724	332	-472	2400	-2550	-18750
145088	-764	280	-460	2400	-3450	-18750
145136	-944	328	-472	1350	-4650	-19650
145184	-1032	400	-488	2100	-4950	-20400
145241	-828	408	-372	1650	-4350	-19350
145286	-764	408	-328	150	-4650	-18450
145334	-820	440	-352	-1650	-4500	-18450
145388	-836	436	-416	-900	-3600	-18300
145436	-888	432	-432	-1800	-3150	-17700
145485	-796	368	-404	-2400	-2850	-17250
145569	-768	388	-500	-3450	-1500	-16650
145586	-816	400	-524	-3000	-1050	-17550
145634	-856	380	-508	-2400	-750	-17400
145688	-864	380	-488	-3300	-750	-16650
145736	-804	380	-468	-3000	750	-16050
145784	-816	396	-484	-2850	1950	-17250
145838	-784	396	-548	-3300	3000	-17250
145893	-756	368	-608	-3600	4650	-18000
145934	-784	312	-572	-2550	6150	-17700
145989	-836	276	-644	-1950	8250	-18600
146036	-852	272	-648	-3300	9150	-19050
146084	-832	272	-624	-3150	12450	-21300
146138	-616	168	-532	-1500	15900	-23850
146193	-828	392	-604	-1650	18150	-27450
146234	-996	536	-728	-750	19200	-31050
146288	-1144	560	-640	-450	17850	-37050
146336	-968	480	-484	-750	15150	-40650
146384	-812	436	-316	-2250	10800	-41550
146438	-828	396	-308	-2550	8850	-39300
146487	-692	276	-308	-1050	6600	-36600
146546	-604	144	-388	-1050	5400	-35850
146588	-744	156	-484	1500	5550	-34800
146636	-876	212	-608	2100	4350	-34800
146685	-792	144	-608	5400	5550	-33150
146741	-840	212	-660	7350	4050	-32850
146786	-852	348	-676	6750	5250	-32250
146870	-1352	952	-556	8550	6750	-32100
146888	-1336	888	-436	9000	8100	-32250
146936	-1060	808	-460	9600	8700	-32700
146985	-764	476	-240	9750	10800	-31800
147038	-720	316	-144	9300	12300	-31950
147086	-720	332	-140	8700	15300	-31200
147134	-756	328	-148	7500	14550	-30750
147189	-728	260	-128	5850	13950	-28200
147236	-784	300	-152	5550	14100	-29250
147284	-1224	540	-472	5400	10800	-28800
147338	-1288	652	-660	6000	8850	-30900
147386	-772	540	-424	4050	6750	-29850
147434	-684	544	-484	2100	3900	-29400
147489	-636	464	-404	1650	1350	-30000
147536	-592	424	-464	1200	-1050	-30750
147584	-796	372	-552	-2700	-3450	-31650
147639	-1008	440	-796	-4200	-6600	-32550
147686	-856	348	-720	-6150	-7350	-33600
147734	-692	240	-692	-6600	-7050	-33900
147788	-944	244	-724	-8100	-9150	-34200
147845	-1392	500	-968	-6300	-9000	-34800
147884	-1524	488	-736	-6150	-9900	-31650
147938	-1284	452	-624	-1950	-5100	-26400
147986	-948	392	-428	0	150	-24750
148034	-904	536	-276	900	6750	-21450
148088	-820	784	-36	900	16350	-20700
148193	-984	844	104	300	20700	-20100
148205	-944	748	156	150	20250	-20400
148238	-916	660	120	1350	17850	-20250
148286	-1344	640	12	3150	13650	-21300
148334	-1852	888	-800	4650	8850	-21450
148388	-1304	388	-796	7800	3750	-23400
148437	-796	88	-1052	9600	-1950	-27750
148493	-376	-556	-1336	11850	-5100	-32250
148538	-660	-516	-936	13350	-3750	-34500
148586	-1124	-40	-1080	13350	-2850	-33000
148634	-1232	492	-952	12750	1800	-31950
148688	-1636	1000	-888	14100	11250	-30150
148736	-1372	1028	-332	14250	19800	-31350
148793	-696	516	-48	13500	25350	-32100
148838	-324	320	-16	16050	25200	-31650
148886	-140	140	148	16800	24150	-32100
148935	-396	128	-8	17250	19200	-32250
148988	-468	88	56	17850	16800	-31350
149036	-596	224	0	15000	15750	-28200
149084	-620	204	-52	13500	14100	-26700
149142	-1300	676	-380	12900	8100	-27300
149186	-1496	952	-820	12450	3900	-27600
149234	-1264	532	-580	12900	1800	-28650
149289	-784	200	-564	13200	900	-29700
149336	-636	48	-588	14700	1800	-30600
149384	-568	-8	-580	14550	4050	-31950
149438	-516	88	-576	15750	7050	-30900
149521	-812	520	-776	16050	13350	-31800
149704	-724	472	-360	16950	25350	-37350
149721	-612	404	-308	17100	25650	-37500
149737	-556	360	-288	17550	26550	-36900
149754	-528	332	-268	17400	27000	-38400
149770	-536	300	-240	17400	27000	-38400
149826	-724	332	-240	16650	28800	-38700
149841	-724	332	-240	16650	28350	-38100
149888	-992	468	-232	17400	27150	-38100
149936	-932	380	-132	17100	26850	-39450
149984	-1020	288	-116	17100	25050	-38100
150038	-1076	288	-352	18600	21300	-39150
150093	-924	196	-328	19950	20850	-38700
150134	-988	260	-404	18900	18900	-40050
150188	-956	364	-520	20250	19800	-40950
150236	-916	428	-552	20550	18000	-41850
150284	-724	348	-496	21000	18000	-41850
150339	-680	304	-472	21750	17550	-43350
150386	-796	320	-508	21600	18150	-44850
150442	-964	368	-504	22350	17550	-46050
150489	-996	380	-476	22350	17400	-46200
150536	-940	376	-440	21750	17100	-45900
150584	-932	440	-432	22050	17250	-46200
150639	-960	552	-464	22800	16050	-46200
150686	-832	520	-432	21900	17400	-46800
150769	-812	512	-516	22050	16800	-47100
150789	-860	504	-532	22050	15900	-47550
150836	-888	464	-516	21900	15900	-47850
150884	-748	344	-416	21900	16200	-48150
150938	-624	304	-408	21450	16050	-47250
150988	-668	336	-468	20700	16050	-46500
151034	-764	384	-532	21000	15300	-48450
151091	-876	428	-584	21000	14400	-46500
151136	-896	376	-572	21150	15150	-47550
151184	-924	380	-580	21900	15000	-48600
151238	-992	364	-552	21750	15000	-48750
151287	-940	332	-516	22050	16500	-49650
151334	-836	268	-456	22650	17100	-48750
151389	-792	220	-444	22050	16200	-48300
151436	-840	224	-520	21750	16050	-47550
151484	-844	196	-508	22200	16800	-47100
151538	-784	144	-524	22800	17550	-46800
151586	-808	148	-572	21900	18600	-48150
151634	-816	136	-640	22800	19350	-47550
151690	-864	152	-692	22800	20550	-47400
151736	-892	156	-732	22950	20850	-47550
151785	-840	108	-680	22950	22650	-45750
151838	-780	80	-696	20850	22800	-45900
151886	-800	112	-704	21150	25350	-45150
151934	-740	164	-744	21300	25800	-43500
152097	-760	124	-672	19800	31200	-43050
152180	-696	16	-708	18750	33600	-40650
152193	-728	48	-732	18150	33900	-41700
152206	-728	48	-732	17700	34200	-40200
152217	-732	56	-760	17700	34200	-40200
152234	-712	32	-744	16650	34500	-39600
152288	-744	48	-796	15000	37350	-38250
152345	-752	44	-792	12900	37800	-36000
152384	-752	36	-808	11100	37950	-33300
152438	-728	52	-900	9600	37950	-31500
152487	-836	-96	-688	7800	38250	-27150
152534	-912	-12	-696	5850	37800	-27000
152588	-888	-64	-600	3900	37350	-23700
152636	-824	-124	-508	3300	38400	-22500
152693	-796	-56	-548	1050	39600	-22050
152738	-752	-24	-556	-750	39450	-20850
152786	-748	-4	-536	-1500	39000	-21300
152834	-740	-40	-588	-3900	38700	-19500
152888	-820	-64	-700	-5550	37950	-18300
152936	-896	-56	-748	-5700	36600	-17250
152993	-912	8	-836	-7050	34650	-15900
153038	-796	-40	-692	-8100	34200	-15300
153086	-704	-48	-672	-10350	33450	-15300
153134	-704	-16	-704	-10800	32100	-14250
153188	-708	20	-716	-12300	31050	-13800
153236	-712	40	-764	-12000	28500	-12900
