millis	ax	ay	az	mx	my	mz
64842	552	876	440	-54000	-24600	-48450
64886	744	852	484	-55500	-22500	-45450
64934	796	708	416	-53850	-22650	-43500
64989	744	676	448	-54300	-22950	-44550
65036	816	492	160	-54000	-24300	-44400
65084	876	768	188	-53400	-23700	-45000
65138	204	724	-136	-52800	-23850	-46350
65197	432	1280	580	-53100	-23850	-46050
65234	204	792	360	-52350	-24900	-47100
65288	444	548	280	-54000	-23850	-48900
65336	524	548	332	-53850	-24600	-48300
65384	360	948	456	-57300	-22650	-46950
65438	472	876	452	-56400	-21300	-45000
65493	604	720	380	-59550	-19650	-46050
65534	444	692	272	-61500	-18450	-47100
65588	396	816	68	-63150	-16950	-47250
65636	492	828	68	-62850	-17700	-45300
65684	536	1000	20	-62400	-17100	-44100
65738	456	1096	-104	-59250	-18000	-42450
65786	424	840	-208	-58800	-19800	-41550
65874	664	1044	152	-56700	-18900	-38250
65888	668	1004	140	-56250	-19050	-37350
65936	568	792	-28	-56400	-20250	-37350
65984	556	1064	-24	-54750	-19350	-37650
66038	592	1068	0	-55200	-19650	-37050
66086	556	604	40	-55500	-19950	-37950
66142	376	436	-44	-56100	-20850	-39750
66188	292	512	-136	-56400	-21150	-40800
66236	284	692	-132	-57000	-19500	-40650
66284	388	980	-100	-55500	-18300	-37500
66340	488	1240	-120	-55200	-17400	-35850
66386	476	1288	-172	-55050	-18150	-34950
66434	320	960	-324	-53850	-19050	-33750
66488	624	1132	56	-52200	-18150	-31200
66538	580	1212	-80	-51450	-18900	-31650
66584	276	1012	-264	-50850	-20100	-32700
66639	268	816	-64	-49350	-21300	-33300
66686	188	628	-24	-49500	-21600	-34050
66735	72	516	-44	-48600	-23850	-35700
66794	140	584	20	-47400	-25650	-35850
66837	296	720	60	-47250	-25800	-34950
66884	372	956	116	-46200	-25800	-33900
66938	424	1108	172	-45900	-24900	-32850
66986	360	1140	64	-47250	-24000	-33450
67036	428	1160	-32	-45750	-23850	-31800
67088	624	1236	88	-46650	-24450	-32850
67174	512	1116	-148	-48000	-24000	-34050
67189	512	1116	-148	-48600	-23700	-34350
67238	324	1028	-256	-49500	-24900	-36300
67286	320	836	-100	-48150	-25200	-37500
67335	272	440	-28	-49950	-25950	-40350
67388	208	412	8	-50400	-27150	-41850
67446	196	624	-8	-51150	-27300	-43500
67484	312	816	-4	-51000	-26550	-44550
67538	336	972	-104	-50100	-27900	-44250
67586	280	808	-144	-49950	-27600	-43800
67634	364	984	-156	-50700	-26250	-41250
67688	596	1256	148	-51000	-24750	-38550
67736	668	1308	164	-51600	-22800	-35550
67784	424	1128	-80	-51300	-22200	-35850
67840	424	992	52	-51900	-22950	-37050
67886	356	840	80	-52350	-22650	-38100
67934	204	692	60	-52950	-23700	-38850
67989	128	580	-32	-52650	-24900	-40050
68036	84	628	-116	-52050	-24150	-42450
68097	272	868	20	-51750	-24600	-41100
68138	456	1016	204	-51750	-24600	-39750
68188	260	1000	-140	-50850	-23700	-40350
68234	256	1160	-244	-50400	-24000	-40350
68288	784	1484	128	-50250	-24150	-38850
68336	508	1208	-212	-49800	-24600	-38550
68421	464	972	-164	-46950	-25800	-39750
68438	424	900	-148	-46050	-27750	-41400
68486	332	668	-56	-44700	-27750	-41850
68534	264	560	-68	-42750	-29700	-43350
68588	172	484	-124	-41550	-30150	-44700
68636	188	500	-92	-38700	-30150	-43800
68684	308	652	-52	-37050	-30150	-42300
68741	472	924	32	-34800	-30300	-39900
68786	760	1052	144	-33300	-29850	-38700
68834	572	1196	-24	-31050	-29100	-36750
68889	760	1284	244	-30000	-29550	-35550
68936	668	1144	176	-30300	-28650	-34950
68984	404	936	156	-30150	-28950	-35850
69042	320	992	288	-31950	-29250	-36450
69086	416	1512	540	-33600	-28800	-36750
69134	88	1064	188	-33750	-30300	-41700
69188	188	836	180	-39300	-31650	-49650
69236	28	496	88	-41400	-31800	-52950
69284	136	284	180	-43800	-30000	-56700
69338	-44	64	28	-44100	-30750	-56850
69393	888	1608	804	-39450	-32100	-52950
69435	420	1148	572	-37200	-31800	-53850
69488	176	828	460	-40350	-31950	-55650
69536	296	776	376	-40350	-32400	-55350
69584	400	1168	168	-40050	-31950	-52650
69638	352	1368	248	-40500	-31350	-51450
69686	176	964	200	-42300	-31200	-53250
69773	68	412	64	-44400	-30150	-53700
69788	96	464	128	-45000	-30150	-53400
69836	144	632	212	-44850	-29850	-52350
69885	244	856	240	-45000	-30450	-51900
69938	272	1084	232	-44400	-30450	-50700
69986	172	808	104	-44250	-30150	-49950
70042	200	912	148	-43950	-29700	-49350
70088	236	1168	152	-43800	-29400	-45750
70136	676	1408	456	-43050	-28650	-44400
70184	412	1164	184	-43950	-27600	-43050
70238	172	992	100	-43950	-28950	-44250
70286	192	924	196	-42750	-29700	-42600
70334	156	656	208	-43500	-28800	-43350
70389	132	540	196	-43650	-28950	-44100
70436	204	572	236	-42600	-29250	-43350
70484	232	592	236	-44250	-28200	-42300
70538	352	844	252	-43200	-28650	-40800
70586	592	1296	340	-44250	-27600	-39000
70634	432	1204	68	-44400	-25500	-38700
70689	552	1520	312	-45750	-25800	-38100
70736	340	1108	-64	-46500	-26100	-39300
70784	224	1264	-176	-46950	-27000	-42000
70838	400	1084	20	-45600	-28650	-42750
70886	284	740	8	-46650	-28050	-45900
70934	68	376	-96	-45750	-28800	-47400
70989	36	456	-24	-47700	-28050	-50250
71074	76	744	-36	-47250	-28950	-50100
71084	76	744	-36	-47250	-28800	-49650
71139	128	924	-20	-47550	-28800	-46950
71187	248	1060	100	-46500	-28050	-45000
71234	340	1564	176	-46800	-27600	-41850
71288	492	1368	268	-47400	-26850	-40800
71346	176	1172	-4	-48450	-26700	-40950
71384	144	1132	4	-47250	-28500	-42000
71438	184	876	108	-44850	-28050	-42300
71486	96	592	116	-45150	-28050	-43350
71534	116	480	104	-45900	-28500	-44250
71698	320	952	256	-43800	-28050	-41400
71708	160	1052	128	-43800	-28050	-41400
71766	-268	1116	-76	-43350	-29100	-41100
71778	-268	1116	-76	-44100	-27900	-40500
71793	-272	1016	-96	-44100	-27900	-40500
71834	12	1088	-12	-45000	-27300	-39150
71888	588	1076	96	-45150	-26100	-37500
71936	560	844	-56	-43350	-26250	-36000
71994	472	1208	-40	-43800	-25350	-34500
72039	352	1084	8	-44550	-24600	-34950
72086	36	768	264	-44550	-24450	-35250
72135	-204	640	-196	-46050	-25350	-38550
72190	488	692	-44	-44250	-25950	-37950
72236	228	748	-160	-42900	-26700	-38400
72284	104	768	-252	-44550	-28200	-39150
72369	216	776	-348	-42750	-27300	-37350
72386	224	1052	-320	-43950	-26550	-35700
72435	480	1756	100	-44400	-22050	-31050
72488	156	1548	-240	-46500	-21000	-32550
72536	-36	1096	-456	-45300	-23700	-34500
72584	220	820	-80	-44550	-23400	-34800
72642	220	536	12	-44850	-25500	-34800
72686	224	552	76	-43950	-24450	-35850
72734	132	560	64	-44550	-26250	-35850
72788	164	676	48	-43200	-25800	-35700
72836	156	860	-44	-43950	-25800	-35400
72884	176	1112	-148	-44550	-23250	-33750
72938	260	1776	-32	-46200	-22650	-31200
72993	400	1812	-40	-43650	-22500	-30750
73035	436	1132	-172	-43200	-23250	-31800
73088	400	960	-232	-42300	-25350	-33150
73136	404	1068	24	-42900	-25800	-34950
73184	292	824	32	-40950	-25650	-36150
73238	76	696	-4	-40500	-29100	-38850
73293	-8	624	-80	-39300	-31650	-43200
73334	-12	648	-112	-37500	-31650	-45600
73388	-48	580	-316	-36450	-31800	-46650
73436	108	576	-280	-33000	-32700	-46800
73484	136	520	-312	-33750	-32850	-45900
73538	168	1324	-172	-35850	-29550	-39450
73586	452	1764	112	-37950	-26400	-34650
73670	84	1212	40	-43050	-24750	-33450
73688	84	1212	40	-43050	-24750	-33450
73737	-16	664	40	-42750	-24450	-33000
73784	60	572	160	-42150	-25500	-33150
73838	140	640	212	-40950	-24900	-33600
73886	248	736	180	-41400	-25500	-32250
73942	404	968	196	-41250	-24600	-31650
73989	204	1284	-80	-43650	-23850	-32250
74036	108	1396	-92	-44700	-23550	-33000
74084	112	1532	-48	-46800	-22500	-32550
74138	384	1192	-176	-46200	-22500	-33450
74187	308	1140	-384	-45300	-23700	-35850
74234	360	1084	-252	-45600	-25350	-36300
74289	320	772	-84	-44400	-26700	-37050
74336	260	480	-92	-45000	-28050	-39600
74384	128	272	-144	-43950	-28800	-42450
74438	-8	336	-208	-43800	-28800	-45150
74487	8	488	-360	-44400	-29400	-44400
74534	12	908	-420	-44850	-27750	-42900
74589	28	1492	-400	-45000	-25800	-37650
74636	16	1920	-308	-46050	-22650	-32850
74684	580	1604	-12	-45750	-21150	-30600
74738	132	1240	-304	-45600	-20850	-31500
74786	88	764	-168	-43500	-23100	-32400
74834	172	648	16	-41850	-22500	-31650
74888	252	540	148	-41250	-24000	-32400
74994	356	720	212	-40200	-24900	-32250
75005	376	760	168	-40650	-25050	-31500
75038	336	780	76	-41550	-24450	-33450
75086	316	1260	-196	-41550	-24000	-33000
75134	336	1516	-144	-44550	-23550	-32400
75188	304	1484	-100	-46200	-22350	-33000
75245	200	1500	-464	-46800	-22200	-34200
75284	292	1484	-308	-47100	-23700	-35400
75339	304	1004	-136	-46500	-24600	-36900
75386	276	588	-100	-45600	-27900	-41850
75434	216	356	-112	-44100	-29550	-45300
75488	4	376	-212	-42750	-29700	-49500
75536	-32	460	-244	-42300	-31200	-52350
75593	164	676	-332	-42150	-31500	-52050
75638	268	1176	-328	-42900	-30300	-49500
75686	428	1104	-224	-45000	-29250	-43650
75734	444	1280	-36	-46500	-26850	-40800
75788	552	1732	52	-50100	-23100	-39150
75836	-32	1060	-296	-52500	-23850	-41250
75893	32	1052	-68	-53700	-23700	-42900
75938	20	752	76	-54900	-22650	-43950
75986	4	484	56	-54450	-23400	-46650
76035	12	488	48	-55200	-24150	-47100
76088	92	676	52	-55200	-24000	-48150
76136	124	952	-56	-56550	-23550	-47700
76184	156	1308	-112	-55050	-24300	-47550
76269	244	1560	-176	-56550	-23400	-45300
76286	304	1512	-160	-56550	-23100	-45750
76334	476	988	-48	-56700	-22500	-45750
76388	448	732	-188	-54750	-23250	-46950
76436	436	1116	-92	-54450	-24150	-48000
76484	420	960	52	-52800	-24750	-47700
76541	268	560	84	-51750	-26100	-50250
76588	220	480	44	-52350	-28200	-52800
76634	136	600	-60	-50100	-27750	-54600
76688	196	852	-92	-48600	-29100	-56100
76736	212	1196	-244	-47700	-30150	-56400
76784	228	1120	-232	-47250	-30150	-56250
76838	100	792	-332	-47400	-28950	-56400
76894	168	1400	-36	-49500	-28350	-53400
76934	56	1700	44	-51450	-27300	-50100
76988	-192	908	-304	-51000	-28350	-52350
77036	-116	968	-144	-51450	-27600	-53100
77084	8	960	36	-52200	-26850	-53250
77138	4	700	72	-53250	-25500	-53100
77194	-12	472	56	-52350	-27600	-54750
77236	-16	472	28	-51900	-27750	-55950
77288	108	896	64	-51300	-27900	-55200
77336	112	1168	-8	-51000	-27300	-53700
77385	72	1364	-28	-52050	-27300	-53250
77438	40	1300	-140	-52800	-26400	-52500
77486	256	1540	20	-53550	-26100	-51450
77569	260	1300	-192	-54150	-27450	-54300
77588	152	1288	-316	-53550	-26850	-54750
77636	120	1108	-280	-51000	-29100	-57000
77684	132	704	-112	-48750	-28800	-60000
77738	140	436	-72	-49050	-29700	-62400
77786	60	220	-64	-46950	-29250	-65400
77842	-4	496	-92	-44850	-30000	-67050
77888	24	756	-160	-45150	-30750	-65700
77936	36	1048	-224	-45300	-31050	-62700
77984	140	1328	-152	-46800	-30750	-60900
78038	84	1104	-260	-48000	-29100	-58650
78086	112	1324	-56	-49500	-27600	-55800
78134	152	1716	96	-53250	-27300	-53700
78189	-136	1168	-336	-51450	-26850	-53850
78236	-260	952	-320	-52800	-26250	-55050
78284	-44	800	28	-52650	-26400	-54300
78339	-116	536	44	-53550	-25500	-55350
78386	-252	516	72	-52200	-26700	-55200
78434	-64	604	108	-53400	-27900	-54750
78490	-20	912	124	-50700	-28050	-54150
78537	172	1368	204	-49950	-28050	-51750
78584	184	1352	156	-50400	-28200	-51300
78690	540	1464	68	-49200	-29100	-50250
78705	428	1324	-44	-49200	-29100	-50250
78734	280	1104	-360	-47850	-29250	-52200
78789	96	832	-516	-45600	-29850	-53100
78877	468	1188	-244	-43200	-31350	-52200
78980	-156	372	-664	-38850	-32550	-60900
78998	-128	340	-452	-38100	-32550	-62700
79014	-208	356	-376	-39300	-32100	-63750
79034	-320	372	-408	-38550	-32100	-65250
79088	-244	576	-344	-42600	-30900	-65250
79145	-316	1360	-128	-45750	-29850	-60000
79184	-520	1292	-384	-44100	-29250	-59100
79239	-108	1904	-12	-46650	-30300	-53100
79287	104	1664	-24	-46500	-28350	-51150
79335	12	964	-184	-47550	-29700	-50400
79388	68	788	-24	-45900	-29250	-50850
79446	0	664	140	-44250	-30450	-50400
79484	-12	552	132	-43500	-31500	-51450
79538	-76	604	36	-42450	-31050	-52350
79586	-108	620	-116	-41550	-31050	-54600
79634	0	940	-80	-42450	-30900	-55050
79689	-8	1260	-28	-45750	-30450	-54750
79736	-380	1708	-288	-46800	-30300	-54900
79794	172	1564	24	-47700	-29100	-54900
79838	-4	1208	-276	-44250	-29550	-55950
79886	12	1100	-360	-45000	-30600	-58500
79934	164	812	-116	-44100	-30900	-60000
79988	152	464	16	-43950	-30750	-63000
80036	108	272	4	-45150	-28950	-65700
80122	-72	324	-240	-45300	-28800	-70500
80138	-48	588	-264	-44850	-28650	-70200
80186	60	1288	-240	-46200	-29100	-67500
80234	56	1312	-164	-46350	-29850	-64950
80288	-12	1308	-220	-48600	-28950	-60900
80336	28	1940	192	-50250	-28200	-58950
80385	-36	1404	-204	-50250	-28950	-58500
80442	-352	896	-360	-47250	-28950	-61200
80486	60	736	32	-48300	-29700	-61050
80534	84	572	104	-47550	-28950	-60450
80589	60	360	100	-46500	-29700	-61350
80636	12	440	132	-46200	-29850	-62100
80685	-80	704	40	-45900	-29250	-62550
80742	-80	1116	-32	-45900	-29400	-60450
80786	-28	1520	20	-47850	-28500	-58050
80834	-100	1540	-216	-49350	-28650	-57150
80888	256	1848	76	-51000	-27000	-53850
80936	476	1228	-116	-48300	-29100	-53700
80986	228	1312	-196	-46050	-29850	-55350
81038	264	1080	-4	-43800	-30600	-55500
81093	112	520	-40	-38250	-32250	-60150
81134	36	344	-56	-36150	-32850	-64050
81188	-104	76	-156	-32100	-31800	-70800
81236	-180	232	-244	-31650	-31950	-73200
81284	-324	920	-392	-32400	-32250	-72000
81339	-68	1352	-144	-35100	-32400	-67050
81425	-264	1908	-144	-41400	-30600	-61650
81441	-216	2040	0	-42150	-30900	-60450
81488	-220	1500	-336	-40800	-31350	-61800
81538	-552	728	-476	-39900	-32850	-64500
81584	-244	564	-208	-39900	-32250	-64950
81638	-28	580	-12	-40650	-31800	-63750
81694	-8	464	8	-40350	-31650	-63750
81734	12	504	52	-41100	-31050	-63150
81788	-4	852	104	-40950	-31950	-61800
81837	-48	1060	116	-41250	-31200	-59700
81884	-152	1396	48	-42300	-31500	-58350
81938	-236	1620	-44	-43500	-30150	-58950
81986	-116	1788	156	-45150	-31050	-58350
82042	68	1308	-192	-43800	-31650	-59700
82088	-68	1208	-252	-41850	-32100	-63300
82137	-20	812	-124	-37200	-31350	-66000
82184	-44	640	-72	-34950	-32100	-68700
82238	-16	364	-80	-31050	-31650	-72000
82286	-24	260	-168	-30750	-31650	-73200
82341	-116	536	-288	-27000	-31050	-74100
82388	-116	652	-404	-26400	-31500	-73500
82436	-172	920	-400	-28350	-32850	-69600
82484	-100	992	-456	-30150	-33450	-67500
82538	-136	1592	-232	-39000	-33000	-60600
82586	48	2040	172	-43050	-30750	-55500
82635	-308	1220	-324	-43950	-31800	-55950
82722	-108	992	-20	-43200	-30900	-54450
82736	-76	896	28	-43350	-30450	-54900
82784	-88	648	-4	-43650	-30300	-54750
82838	-100	412	-28	-43950	-29850	-56550
82887	-84	436	-48	-43800	-30600	-57750
82934	-88	736	-84	-43350	-31500	-55800
82990	-168	1396	-76	-42600	-30000	-53700
83036	-164	1592	-76	-43500	-30900	-52800
83084	-216	1652	-240	-44250	-29250	-53700
83138	4	1728	-52	-44250	-30600	-54750
83187	12	1316	-432	-41550	-31200	-56550
83234	-68	1248	-368	-37350	-32850	-60000
83289	-80	868	-188	-33300	-32700	-62550
83336	-52	480	-224	-28050	-32700	-68250
83385	-4	164	-208	-25650	-31800	-72450
83438	12	132	-200	-23250	-30300	-75450
83486	-44	292	-348	-21750	-30150	-75900
83534	-60	620	-432	-21750	-31650	-73950
83588	-88	1048	-356	-22650	-32400	-71250
83645	-96	1312	-476	-28200	-33300	-65100
83684	-336	1856	-180	-33600	-34050	-61650
83738	-276	2040	100	-39750	-31800	-56700
83786	-476	1040	-216	-41100	-31200	-58050
83834	-528	756	-184	-42000	-31200	-59400
83889	-176	904	92	-42750	-30000	-58650
83973	-40	484	-12	-43800	-31650	-59400
83989	-12	476	-60	-43200	-31350	-59700
84038	-48	644	-124	-43350	-31050	-60000
84087	-52	1028	-128	-42000	-32400	-60450
84134	-56	1264	-96	-42300	-30450	-58500
84189	-244	1332	-168	-43200	-31650	-59550
84236	-564	1500	-220	-44100	-30600	-60450
84297	44	1372	0	-42600	-31200	-60300
84339	-76	1128	-408	-40500	-31950	-62250
84387	-132	1296	-276	-37800	-32550	-63900
84434	-20	1064	-124	-35400	-32400	-64800
84488	-4	516	-88	-30900	-32550	-68700
84537	-16	268	-160	-27600	-32400	-70650
84593	-28	248	-224	-25950	-31650	-73200
84638	-152	548	-448	-24150	-32550	-73500
84686	-160	820	-476	-23400	-33450	-70050
84734	-128	1092	-348	-25350	-33300	-67050
84788	-76	1304	-344	-31800	-33450	-62400
84836	-176	1876	116	-35700	-33450	-59400
84893	-196	1632	24	-39450	-31500	-58500
84938	-572	748	-408	-38550	-33450	-61800
84986	-624	552	-320	-37800	-32400	-62700
85034	-88	840	-28	-40050	-33150	-62400
85088	-84	708	-56	-38700	-32100	-61500
85136	-40	596	-72	-40050	-33000	-61350
85184	-124	748	-60	-39750	-32400	-60750
85317	-220	1140	-68	-40800	-32100	-59400
85333	-216	1120	-180	-39900	-33150	-60600
85351	-216	1120	-180	-40800	-31950	-60750
85388	-316	1676	-96	-43050	-32400	-58350
85436	64	1508	4	-42450	-32100	-59550
85484	-60	1276	-268	-38850	-33000	-62700
85541	-232	1156	-288	-37050	-33450	-64050
85586	-152	968	-152	-32400	-33750	-67650
85635	-60	532	-248	-29400	-33450	-71400
85688	-72	428	-228	-24900	-31650	-74850
85736	-72	344	-248	-24000	-31650	-76800
85784	-104	376	-248	-23400	-31500	-76950
85842	-52	548	-284	-24450	-31500	-74700
85886	-68	744	-276	-26250	-32700	-72450
85934	-84	1120	-336	-30000	-33300	-68400
85988	-128	1868	-28	-37350	-33750	-61950
86037	-120	2032	236	-42300	-33150	-58200
86084	-324	1380	-140	-42150	-32400	-60150
86141	-672	692	-448	-39600	-33150	-63450
86186	-160	944	-48	-39450	-32550	-61650
86234	-8	788	-32	-39000	-32700	-61650
86288	-12	532	-72	-40050	-31650	-62400
86336	-40	624	-44	-40350	-31950	-61950
86385	-36	916	28	-40650	-32100	-60450
86439	-52	1084	60	-41400	-32700	-59550
86525	-328	1116	-100	-42300	-32550	-59250
86540	-328	1116	-100	-42000	-33000	-61950
86588	-240	1156	-64	-42300	-32100	-61050
86636	-232	1440	64	-43650	-31800	-61050
86684	100	1016	108	-42000	-32550	-61800
86739	-20	1076	-140	-40650	-33000	-64950
86798	-228	1528	-232	-37200	-34050	-65850
86834	-100	1316	-112	-34500	-34350	-67350
86889	-36	708	-156	-30600	-34050	-70500
86937	12	360	-208	-27150	-31500	-77700
86984	-24	296	-220	-25950	-30900	-78150
87038	-28	348	-240	-26100	-29700	-79050
87086	32	564	-180	-26850	-32250	-78000
87142	-48	1000	-280	-29850	-32100	-74100
87188	-248	1504	-260	-30900	-33150	-70650
87236	-256	1384	-244	-36750	-34350	-66300
87284	-244	1656	12	-39750	-33600	-63300
87339	-420	1296	-172	-42000	-32400	-63750
87386	-456	960	-276	-39750	-32700	-64500
87441	-204	856	-204	-39600	-32100	-64650
87488	-140	924	-160	-39900	-32850	-65400
87537	-80	852	-108	-38700	-33900	-65250
87584	-4	544	-152	-38700	-32400	-66900
87638	-72	660	-164	-39000	-33150	-66600
87686	-84	828	-112	-38700	-32550	-65850
87770	-216	1012	-84	-39450	-33450	-64950
87788	-268	1012	-116	-39750	-32400	-65400
87836	-276	1032	-136	-40650	-32250	-66150
87884	-128	1096	-116	-41250	-31500	-65550
87938	-292	1828	132	-43650	-30900	-62550
87987	16	1184	-12	-44400	-31350	-62700
88045	-36	1092	-176	-42000	-32400	-64650
88088	-140	1168	-308	-39150	-31950	-65700
88136	-88	1060	-200	-36150	-31800	-68100
88184	-36	780	-168	-34500	-33150	-69450
88238	40	416	-204	-32400	-33150	-72150
88286	72	436	-160	-31650	-33000	-73350
88334	56	624	-116	-32550	-32700	-74100
88389	32	780	-60	-33300	-33000	-72750
88436	-160	988	-76	-34200	-33300	-70950
88484	-328	1028	-120	-35400	-33450	-70500
88538	-276	1072	-108	-37050	-33300	-67650
88586	-540	1336	-188	-39150	-33150	-65850
88634	-504	1460	-84	-40050	-33450	-62400
88690	0	1008	-128	-39750	-33600	-61500
88736	-176	812	-420	-39300	-33450	-62400
88784	-188	984	-332	-37950	-33750	-61800
88838	64	804	-72	-37350	-33150	-60300
88886	104	580	-28	-37050	-34650	-60300
88934	-8	620	36	-38250	-34200	-59700
88988	-72	1016	96	-40200	-34050	-58050
89073	-284	1048	84	-41700	-32700	-57750
89084	-284	1048	84	-41700	-32700	-57750
89138	-396	1008	-32	-42600	-33150	-59850
89187	-380	1016	-144	-39600	-34050	-61950
89234	-252	1056	-204	-39150	-34050	-63600
89289	-192	1480	-120	-37350	-34200	-63450
89346	-32	1140	-132	-37350	-33600	-63750
89385	8	956	-196	-35400	-32700	-67050
89438	-144	1064	-320	-33750	-33450	-68700
89486	-164	1200	-140	-32250	-34200	-68700
89534	-148	836	-128	-29400	-34350	-71850
89588	-44	396	-104	-30750	-32700	-75300
89646	-180	396	-128	-29850	-31950	-75300
89684	-244	548	-140	-29100	-32400	-76350
89740	-252	744	-120	-30750	-32400	-74700
89787	-272	1016	-120	-31800	-32850	-71400
89834	-300	1100	-56	-33900	-34200	-69000
89888	-252	1004	-208	-36150	-34800	-66300
89946	-188	1408	-108	-38250	-34500	-60750
89984	-256	1752	24	-39000	-33600	-59700
90038	-348	1268	-232	-37500	-33900	-60750
90086	-328	660	-428	-37500	-33750	-61950
90134	-144	892	-184	-39150	-34800	-61050
90188	76	704	24	-39150	-34200	-59250
90236	64	556	52	-43200	-33750	-58650
90321	-56	932	32	-44250	-32400	-57900
90340	-64	1120	80	-45300	-31800	-58050
90386	-164	1280	100	-45450	-31350	-57150
90434	-272	1100	0	-44100	-33600	-57600
90488	-256	984	-16	-43950	-31800	-58800
90536	-172	1164	-96	-43950	-31800	-60450
90593	148	1868	236	-46650	-30900	-58200
90638	204	1220	-248	-44250	-31200	-61650
90686	-4	1428	-260	-42300	-31500	-65550
90789	-72	816	-92	-38250	-30300	-75300
90804	-72	612	-108	-37500	-29550	-77100
90836	-72	272	-152	-37650	-27750	-79950
90884	-204	200	-128	-40200	-23100	-85650
90942	-108	312	128	-45600	-17850	-89250
90987	144	772	336	-48300	-15150	-89850
91035	440	872	528	-51150	-14550	-89250
91088	352	788	552	-54300	-12450	-88500
91136	540	1376	744	-54600	-13500	-87150
91184	304	1092	612	-54000	-13350	-87450
91242	100	848	356	-53400	-13800	-89100
91286	120	748	312	-52050	-13200	-88650
91334	52	428	124	-54000	-13650	-86250
91388	36	292	56	-55050	-15600	-84450
91436	56	440	48	-55500	-17250	-80700
91484	468	1136	360	-58350	-19350	-73050
91538	232	1108	324	-55500	-22650	-69750
91621	216	1144	328	-54450	-25050	-67500
91636	232	1180	328	-54450	-25050	-67500
91688	308	1128	228	-54150	-25500	-66000
91736	544	1620	388	-53250	-25800	-65850
91784	356	1468	-8	-50550	-26700	-67800
91839	260	1452	-72	-46350	-27750	-70800
91899	120	996	0	-43200	-28050	-73950
91934	16	612	-60	-41700	-28200	-76500
91988	-36	296	-136	-36750	-26700	-81150
92036	-4	260	-180	-34950	-25800	-83400
92084	-28	324	-316	-31200	-25950	-84300
92138	32	704	-508	-30450	-27450	-81450
92187	216	972	-344	-31350	-28500	-79350
92245	276	1120	-544	-37050	-30150	-72900
92288	312	2040	-136	-41250	-31350	-68550
92337	256	2032	-64	-46050	-28950	-64050
92384	-128	1364	-308	-45600	-29400	-66300
92438	-264	908	-168	-45600	-28350	-67950
92486	-188	620	-132	-46050	-29100	-68550
92542	-128	672	-32	-45150	-29700	-67800
92588	-108	460	36	-41100	-30900	-68400
92636	68	280	116	-39450	-30450	-69000
92684	44	568	128	-41100	-30000	-69150
92738	-12	1056	20	-43500	-28800	-66600
92786	216	2040	216	-47700	-29550	-63900
92869	16	1524	-340	-46800	-28200	-65700
92888	24	1472	-288	-45750	-28950	-65850
92936	52	1184	-116	-43500	-30000	-68700
92985	-28	620	-40	-40950	-30300	-70950
93038	-56	332	-64	-37350	-29400	-74400
93086	-128	120	-160	-34950	-28350	-76500
93135	-184	344	-216	-31950	-29400	-77850
93194	-148	696	-420	-30300	-30600	-75150
93236	-180	988	-372	-31650	-31500	-72300
93284	-12	1660	-296	-35100	-31800	-67800
93339	304	2040	400	-43200	-31200	-60900
93386	-4	1496	16	-45750	-29250	-61200
93435	-260	1188	-52	-44100	-29100	-64650
93493	-248	996	132	-42750	-29700	-66300
93536	36	788	208	-43200	-29850	-68250
93584	-12	520	100	-42900	-27750	-70050
93638	-8	544	164	-44550	-27600	-74550
93686	92	752	388	-41850	-25950	-76350
93734	-152	972	452	-38850	-26100	-79800
93788	-240	968	468	-36600	-25050	-83100
93846	-200	1424	528	-32700	-24600	-85200
93884	-252	1060	232	-29550	-23700	-87000
93938	-340	652	16	-22500	-21600	-89550
93986	-300	616	72	-18300	-21300	-90000
94034	-412	840	160	-16350	-22050	-87600
94088	-416	580	88	-14550	-22350	-87600
94176	-380	20	-32	-15450	-20850	-89700
94193	-348	112	-76	-17250	-21150	-89850
94239	-408	480	-156	-18900	-22800	-88050
94366	112	2040	584	-34050	-30450	-74100
94380	-280	2040	632	-34800	-30150	-73500
94397	-296	2040	592	-34050	-29850	-73350
94437	-188	1132	272	-37050	-28200	-77100
94493	-612	860	148	-33450	-27900	-79350
94538	-440	860	260	-30600	-28050	-79500
94586	-192	808	324	-32100	-27000	-81000
94634	-48	240	188	-32250	-24750	-84300
94688	-48	464	332	-33600	-23250	-87900
94736	-52	612	476	-35100	-21150	-88500
94793	-140	656	504	-34650	-19050	-90450
94838	-120	560	568	-35700	-18300	-91200
94887	-400	1160	644	-32400	-19200	-90900
94934	-300	1276	636	-29100	-19950	-91500
94988	-116	848	500	-24750	-19650	-91200
95036	-184	688	424	-23550	-20550	-91350
95093	-264	652	316	-24000	-21450	-89700
95138	-60	512	488	-24300	-21900	-90300
95186	-736	876	360	-21900	-22650	-88800
95234	-360	628	172	-23100	-22050	-88950
95288	-336	212	96	-23700	-22800	-88950
95336	-400	972	384	-25650	-21900	-88500
95385	-276	868	372	-27300	-23550	-88050
95489	-120	1152	276	-32850	-23850	-86550
95505	-192	1004	220	-31650	-23400	-86850
95534	-352	1052	208	-32250	-23250	-86250
95588	-268	908	300	-30900	-25650	-84750
95636	-248	552	176	-31500	-24750	-83250
95684	-192	636	308	-29700	-27300	-81600
95742	-300	520	208	-27600	-27150	-80700
95786	-476	820	228	-23400	-28800	-80250
95834	-540	680	240	-22650	-28950	-78600
